,chr,start,stop,gene
0,7,115850712,115897587,TES
0,7,116139786,116146264,CAV2
0,7,116165067,116199392,CAV1
0,7,116335761,116436229,MET
0,7,116502616,116557972,CAPZA2
0,7,116593545,116593796,ST7
0,7,116595089,116599397,ST7-OT4
0,7,116606099,116607526,AC106873.4
0,7,116608403,116608519,ST7-OT4
0,7,116655006,116870208,ST7
0,7,116918159,116963094,WNT2
0,7,117003600,117067565,ASZ1
0,7,117120099,117307213,CFTR
0,7,117351541,117351887,CTTNBP2
0,7,117355762,117355964,CFTR
0,7,117358022,117513520,CTTNBP2
0,7,117824228,117824385,LSM8
0,7,117824228,117824385,NAA38
0,7,117825651,117825799,LSM8
0,7,117825651,117825799,NAA38
0,7,117828282,117828514,LSM8
0,7,117828282,117828514,NAA38
0,7,117831916,117832107,LSM8
0,7,117831916,117832107,NAA38
0,7,117864835,117880097,ANKRD7
0,7,119914637,120387963,KCND2
0,7,120428596,120496868,TSPAN12
0,7,120590901,120614949,ING3
0,7,120629626,120935757,CPED1
0,7,120965420,120979450,WNT16
0,7,120990465,121023074,FAM3C
0,7,121513504,121701325,PTPRZ1
0,7,121716493,121773831,AASS
0,7,121942001,121944542,FEZF1
0,7,121960169,122303674,CADPS2
0,7,122337792,122339023,RNF133
0,7,122341837,122342855,RNF148
0,7,122376959,122526442,CADPS2
0,7,122634763,122635739,TAS2R16
0,7,122755522,122840051,SLC13A1
0,7,123092747,123152445,IQUB
0,7,123182123,123236541,NDUFA5
0,7,123254507,123277086,ASB15
0,7,123295968,123303850,LMOD2
0,7,123324523,123388839,WASL
0,7,123508278,123517260,HYAL4
0,7,123593575,123610353,SPAM1
0,7,123671865,123673108,TMEM229A
0,7,124386529,124405081,GPR37
0,7,124417506,124430729,LOC154872
0,7,124462532,124537278,POT1
0,7,126079123,126883309,GRM8
0,7,127011818,127031662,ZNF800
0,7,127222018,127225287,GCC1
0,7,127228503,127231404,ARF5
0,7,127233858,127240504,FSCN3
0,7,127250856,127256033,PAX4
0,7,127292378,127631160,SND1
0,7,127668682,127670744,LRRC4
0,7,127714504,127732161,SND1
0,7,127892022,127894867,LEP
0,7,127950800,127983898,RBM28
0,7,127990860,128000096,PRRT4
0,7,128033011,128050006,IMPDH1
0,7,128097273,128097565,HILPDA
0,7,128116770,128142826,METTL2B
0,7,128312402,128323264,FAM71F2
0,7,128354124,128371218,FAM71F1
0,7,128388359,128409272,CALU
0,7,128412544,128415895,OPN1SW
0,7,128431498,128462014,CCDC136
0,7,128470642,128498628,FLNC
0,7,128502909,128505683,ATP6V1F
0,7,128506414,128508880,LOC100130705
0,7,128517047,128550781,KCP
0,7,128582086,128588923,IRF5
0,7,128597259,128694875,TNPO3
0,7,128784771,128807766,TSPAN33
0,7,128828943,128852343,SMO
0,7,128864868,129066937,AHCYL2
0,7,129074264,129125721,STRIP2
0,7,129142583,129152333,SMKR1
0,7,129297142,129297465,NM_001293163
0,7,129297142,129297465,NRF1
0,7,129311219,129311434,NM_001293163
0,7,129311219,129311434,NRF1
0,7,129317422,129317649,NM_001293163
0,7,129317422,129317649,NRF1
0,7,129330196,129330437,NM_001293164
0,7,129330196,129330437,NM_001293163
0,7,129330196,129330437,NRF1
0,7,129348865,129349124,NM_001293164
0,7,129348865,129349124,NM_001293163
0,7,129348865,129349124,NRF1
0,7,129350164,129350462,NM_001293164
0,7,129350164,129350462,NM_001293163
0,7,129350164,129350462,NRF1
0,7,129351265,129351467,NM_001293164
0,7,129351265,129351467,NM_001293163
0,7,129351265,129351467,NRF1
0,7,129357009,129357267,NM_001293164
0,7,129357009,129357267,NM_001293163
0,7,129357009,129357267,NRF1
0,7,129367031,129367256,NM_001293164
0,7,129367031,129367256,NM_001293163
0,7,129367031,129367256,NRF1
0,7,129383963,129384120,NM_001293163
0,7,129383963,129384120,NRF1
0,7,129394808,129395072,NM_001293164
0,7,129394808,129395072,NM_001293163
0,7,129394808,129395072,NRF1
0,7,129474727,129592446,UBE2H
0,7,129658454,129691257,ZC3HC1
0,7,129710434,129770637,KLHDC10
0,7,129806241,129806396,NM_001301163
0,7,129806241,129806396,TMEM209
0,7,129810190,129810364,NM_001301163
0,7,129810190,129810364,TMEM209
0,7,129813422,129813830,NM_001301163
0,7,129813422,129813830,TMEM209
0,7,129815302,129815500,NM_001301163
0,7,129815302,129818418,TMEM209
0,7,129821413,129821610,NM_001301163
0,7,129821413,129821610,TMEM209
0,7,129823974,129824146,NM_001301163
0,7,129823974,129824146,TMEM209
0,7,129824982,129825258,NM_001301163
0,7,129824982,129825258,TMEM209
0,7,129832412,129832714,NM_001301163
0,7,129832412,129832714,TMEM209
0,7,129841640,129841982,NM_001301163
0,7,129841640,129841982,TMEM209
0,7,129842322,129842554,NM_001301163
0,7,129842322,129842554,TMEM209
0,7,129843578,129843737,NM_001301163
0,7,129843578,129843737,TMEM209
0,7,129843764,129844001,NM_001301163
0,7,129843764,129844001,TMEM209
0,7,129845163,129845266,NM_001301163
0,7,129845163,129847659,TMEM209
0,7,129847701,129856361,SSMEM1
0,7,129906672,129929638,CPA2
0,7,129932971,129962567,CPA4
0,7,129986277,130008489,CPA5
0,7,130020285,130027903,CPA1
0,7,130038682,130082312,CEP41
0,7,130132105,130144948,MEST
0,7,130146467,130353559,COPG2
0,7,130353804,130370099,TSGA13
0,7,130417839,130418911,KLF14
0,7,130827622,131172538,MKLN1
0,7,131189020,131241169,PODXL
0,7,131815188,132193503,PLXNA4
0,7,132409697,132412652,AC009365.3
0,7,132470348,132766748,CHCHD3
0,7,132937808,133749332,EXOC4
0,7,133812071,133948778,LRGUK
0,7,133979535,134001554,SLC35B4
0,7,134127430,134143865,AKR1B1
0,7,134212614,134225892,AKR1B10
0,7,134249322,134264352,AKR1B15
0,7,134346210,134346911,NM_001293085
0,7,134346210,134346911,BPGM
0,7,134363555,134363834,NM_001293085
0,7,134363555,134363834,BPGM
0,7,134552435,134653147,CALD1
0,7,134672635,134832620,AGBL3
0,7,134832747,134832967,AC083862.1
0,7,134849144,134849802,TMEM140
0,7,134851313,134853725,C7orf49
0,7,134870853,134896305,WDR91
0,7,134916681,134943295,STRA8
0,7,135047587,135123130,CNOT4
0,7,135242643,135333355,NUP205
0,7,135347278,135358964,C7orf73
0,7,135366261,135412295,SLC13A4
0,7,135418673,135433379,FAM180A
0,7,135611972,135612249,LUZP6
0,7,135612258,135612613,AC015987.2
0,7,135614624,135661899,MTPN
0,7,136699563,136701064,CHRM2
0,7,136912717,136939771,PTN
0,7,137075916,137531659,DGKI
0,7,137565172,137613163,CREB3L2
0,7,137638165,137642622,LOC100130880
0,7,137686300,137686502,CREB3L2
0,7,137761215,137801459,AKR1D1
0,7,138145244,138269747,TRIM24
0,7,138279305,138363841,SVOPL
0,7,138391319,138456043,ATP6V0A4
0,7,138482647,138487865,TMEM213
0,7,138522564,138522956,KIAA1549
0,7,138522564,138522956,TMEM213
0,7,138524828,138666066,KIAA1549
0,7,138711240,138720814,ZC3HAV1L
0,7,138732290,138794128,ZC3HAV1
0,7,138818554,138874229,TTC26
0,7,138916181,138982633,UBN2
0,7,139026081,139026319,C7orf55
0,7,139026081,139026319,C7orf55-LUC7L2
0,7,139026081,139026319,LUC7L2
0,7,139030197,139030501,C7orf55
0,7,139030197,139030501,C7orf55-LUC7L2
0,7,139030197,139030501,LUC7L2
0,7,139044958,139045119,C7orf55-LUC7L2
0,7,139044958,139045119,LUC7L2
0,7,139056108,139056260,C7orf55-LUC7L2
0,7,139056108,139056260,LUC7L2
0,7,139059097,139059268,C7orf55-LUC7L2
0,7,139059097,139059268,LUC7L2
0,7,139060205,139060953,C7orf55-LUC7L2
0,7,139060758,139060953,LUC7L2
0,7,139083295,139083494,C7orf55-LUC7L2
0,7,139083295,139083494,LUC7L2
0,7,139086833,139087044,C7orf55-LUC7L2
0,7,139086833,139087044,LUC7L2
0,7,139090340,139090584,C7orf55-LUC7L2
0,7,139090340,139090584,LUC7L2
0,7,139091870,139092147,C7orf55-LUC7L2
0,7,139091870,139092147,LUC7L2
0,7,139094259,139094451,C7orf55-LUC7L2
0,7,139094259,139094451,LUC7L2
0,7,139097247,139097377,C7orf55-LUC7L2
0,7,139097247,139097377,LUC7L2
0,7,139102234,139102526,C7orf55-LUC7L2
0,7,139102234,139102526,LUC7L2
0,7,139106859,139107137,C7orf55-LUC7L2
0,7,139106859,139107137,LUC7L2
0,7,139138216,139168439,KLRG2
0,7,139208624,139229139,CLEC2L
0,7,139257623,139477473,HIPK2
0,7,139529137,139719950,TBXAS1
0,7,139724310,139762698,PARP12
0,7,139790844,139876788,KDM7A
0,7,140035013,140082377,SLC37A3
0,7,140107397,140126001,RAB19
0,7,140154267,140179195,MKRN1
0,7,140218457,140302248,DENND2A
0,7,140373081,140396036,ADCK2
0,7,140396495,140421595,NDUFB2
0,7,140426244,140624554,BRAF
0,7,140706180,140710484,MRPS33
0,7,140774061,141170637,TMEM178B
0,7,141255217,141352775,AGK
0,7,141362406,141402004,KIAA1147
0,7,141408509,141430171,WEE2
0,7,141438917,141450205,SSBP1
0,7,141463909,141464960,TAS2R3
0,7,141478239,141479239,TAS2R4
0,7,141490112,141491112,TAS2R5
0,7,141536145,141540900,PRSS37
0,7,141618626,141619671,OR9A4
0,7,141629854,141630069,NM_001301167
0,7,141629854,141630069,CLEC5A
0,7,141631385,141631677,NM_001301167
0,7,141631385,141631677,CLEC5A
0,7,141635564,141635801,NM_001301167
0,7,141635564,141643815,CLEC5A
0,7,141645091,141645251,NM_001301167
0,7,141645091,141645251,CLEC5A
0,7,141645964,141646143,NM_001301167
0,7,141645964,141646143,CLEC5A
0,7,141672438,141673540,TAS2R38
0,7,141705281,141805742,MGAM
0,7,141816624,141816830,NM_001293626
0,7,141816624,141816830,RP11-1220K2.2
0,7,141820052,141820232,NM_001293626
0,7,141820052,141820232,RP11-1220K2.2
0,7,141830698,141830922,NM_001293626
0,7,141830698,141830922,RP11-1220K2.2
0,7,141831268,141831478,NM_001293626
0,7,141831268,141831478,RP11-1220K2.2
0,7,141831681,141831936,NM_001293626
0,7,141831681,141831936,RP11-1220K2.2
0,7,141833731,141834003,NM_001293626
0,7,141833731,141834003,RP11-1220K2.2
0,7,141836291,141836491,NM_001293626
0,7,141836291,141836491,RP11-1220K2.2
0,7,141837183,141837396,NM_001293626
0,7,141837183,141837396,RP11-1220K2.2
0,7,141838292,141838518,NM_001293626
0,7,141838292,141838518,RP11-1220K2.2
0,7,141840552,141840970,NM_001293626
0,7,141840552,141840970,RP11-1220K2.2
0,7,141843519,141843751,NM_001293626
0,7,141843519,141843751,RP11-1220K2.2
0,7,141844611,141844796,NM_001293626
0,7,141844611,141844796,RP11-1220K2.2
0,7,141847206,141847424,NM_001293626
0,7,141847206,141847424,RP11-1220K2.2
0,7,141853768,141854040,NM_001293626
0,7,141853768,141854040,RP11-1220K2.2
0,7,141854479,141854696,NM_001293626
0,7,141854479,141854696,RP11-1220K2.2
0,7,141857687,141857942,NM_001293626
0,7,141857687,141857942,RP11-1220K2.2
0,7,141857998,141858183,NM_001293626
0,7,141857998,141858183,RP11-1220K2.2
0,7,141859037,141859194,NM_001293626
0,7,141859037,141859194,RP11-1220K2.2
0,7,141859884,141860109,NM_001293626
0,7,141859884,141860109,RP11-1220K2.2
0,7,141860875,141861064,NM_001293626
0,7,141860875,141861064,RP11-1220K2.2
0,7,141861705,141861855,NM_001293626
0,7,141861705,141861855,RP11-1220K2.2
0,7,141864606,141864874,NM_001293626
0,7,141864606,141864874,RP11-1220K2.2
0,7,141865848,141866104,NM_001293626
0,7,141865848,141866104,RP11-1220K2.2
0,7,141867018,141867337,NM_001293626
0,7,141867018,141867337,RP11-1220K2.2
0,7,141869825,141870080,NM_001293626
0,7,141869825,141870080,RP11-1220K2.2
0,7,141871022,141871291,NM_001293626
0,7,141871022,141871291,RP11-1220K2.2
0,7,141871848,141872045,NM_001293626
0,7,141871848,141872045,RP11-1220K2.2
0,7,141872402,141872615,NM_001293626
0,7,141872402,141872615,RP11-1220K2.2
0,7,141872979,141873205,NM_001293626
0,7,141872979,141873205,RP11-1220K2.2
0,7,141875402,141875631,NM_001293626
0,7,141875402,141875631,RP11-1220K2.2
0,7,141883016,141883224,NM_001293626
0,7,141883016,141883224,RP11-1220K2.2
0,7,141884827,141884990,NM_001293626
0,7,141884827,141884990,RP11-1220K2.2
0,7,141885739,141885974,NM_001293626
0,7,141885739,141885974,RP11-1220K2.2
0,7,141887500,141887685,NM_001293626
0,7,141887500,141887685,RP11-1220K2.2
0,7,141889117,141889356,NM_001293626
0,7,141889117,141889356,RP11-1220K2.2
0,7,141895904,141896138,NM_001293626
0,7,141895904,141896138,RP11-1220K2.2
0,7,141896315,141896667,NM_001293626
0,7,141896315,141896667,RP11-1220K2.2
0,7,141897150,141897579,NM_001293626
0,7,141897150,141897579,RP11-1220K2.2
0,7,141897889,141898046,NM_001293626
0,7,141897889,141898046,RP11-1220K2.2
0,7,141898365,141898590,NM_001293626
0,7,141898365,141898590,RP11-1220K2.2
0,7,141899630,141899819,NM_001293626
0,7,141899630,141899819,RP11-1220K2.2
0,7,141908323,141908473,NM_001293626
0,7,141908323,141908473,RP11-1220K2.2
0,7,141918111,141918382,NM_001293626
0,7,141918111,141918382,RP11-1220K2.2
0,7,141919620,141921910,NM_001293626
0,7,141919620,141921910,RP11-1220K2.2
0,7,141951991,141957578,PRSS58
0,7,142000697,142001306,TRBV2
0,7,142008362,142008922,TRBV3-1
0,7,142012986,142013540,TRBV4-1
0,7,142020446,142021414,TRBV5-1
0,7,142028128,142028661,TRBV6-1
0,7,142031989,142032578,TRBV7-1
0,7,142045313,142045867,TRBV4-2
0,7,142099405,142099989,TRBV7-8
0,7,142104071,142104604,TRBV6-9
0,7,142111343,142111910,TRBV5-7
0,7,142119770,142120372,TRBV7-7
0,7,142124087,142124616,TRBV6-8
0,7,142131362,142131928,TRBV5-6
0,7,142139228,142139821,TRBV7-6
0,7,142143602,142144135,TRBV6-7
0,7,142148878,142149443,TRBV5-5
0,7,142161881,142162414,TRBV6-6
0,7,142168330,142168895,TRBV5-4
0,7,142176279,142176841,TRBV7-4
0,7,142180465,142181001,TRBV6-5
0,7,142206461,142207011,TRBV10-2
0,7,142223770,142224318,TRBV11-1
0,7,142231523,142232073,TRBV10-1
0,7,142239487,142240062,TRBV9
0,7,142242231,142242798,TRBV5-3
0,7,142247059,142247616,TRBV7-3
0,7,142250653,142251188,TRBV6-4
0,7,142326521,142327097,TRBV19
0,7,142334191,142334964,TRBV20-1
0,7,142353418,142354015,TRBV23-1
0,7,142364184,142364761,TRBV24-1
0,7,142375013,142375188,MTRNR2L6
0,7,142378559,142379127,TRBV25-1
0,7,142423166,142423739,TRBV27
0,7,142428454,142429035,TRBV28
0,7,142448070,142448792,TRBV29-1
0,7,142457286,142460922,PRSS1
0,7,142479858,142481429,PRSS2
0,7,142493999,142494149,TRBJ2-1
0,7,142494194,142494477,TRBJ2-2P
0,7,142494194,142494477,TRBJ2-2
0,7,142494481,142494630,TRBJ2-3
0,7,142494632,142495026,TRBJ2-6
0,7,142494632,142495026,TRBJ2-5
0,7,142494632,142495026,TRBJ2-4
0,7,142495090,142495237,TRBJ2-7
0,7,142498675,142500264,TRBC2
0,7,142510221,142511023,TRBV30
0,7,142560936,142568708,EPHB6
0,7,142569410,142583312,TRPV6
0,7,142605630,142630607,TRPV5
0,7,142636390,142637725,C7orf34
0,7,142638289,142659344,KEL
0,7,142723237,142724270,OR9A2
0,7,142749388,142750430,OR6V1
0,7,142829160,142836786,PIP
0,7,142880462,142881579,TAS2R39
0,7,142919113,142920194,TAS2R40
0,7,142919113,142920194,AC073342.1
0,7,142960209,142965981,GSTK1
0,7,142983001,142983973,TMEM139
0,7,142985499,143002215,CASP2
0,7,143013256,143049109,CLCN1
0,7,143053593,143059747,FAM131B
0,7,143078338,143087826,ZYX
0,7,143088500,143105949,EPHA1
0,7,143140496,143141553,TAS2R60
0,7,143174916,143175940,TAS2R41
0,7,143268861,143271295,CTAGE15
0,7,143317998,143424811,FAM115C
0,7,143452368,143454802,CTAGE6
0,7,143551176,143573752,FAM115A
0,7,143632276,143633330,OR2F2
0,7,143657014,143658068,OR2F1
0,7,143701040,143702076,OR6B1
0,7,143747445,143748481,OR2A5
0,7,143771263,143772296,OR2A25
0,7,143792151,143793184,OR2A12
0,7,143806626,143807683,OR2A2
0,7,143826156,143827189,OR2A14
0,7,143880547,143882981,CTAGE4
0,7,143883972,143885527,ARHGEF35
0,7,143928954,143929987,OR2A1
0,7,143928954,143929987,OR2A42
0,7,143955739,143956772,OR2A7
0,7,143963960,143966394,CTAGE4
0,7,143963960,143966394,CTAGE8
0,7,144015168,144016201,OR2A1
0,7,144015168,144016201,OR2A42
0,7,144059713,144077200,ARHGEF5
0,7,144094283,144107371,NOBOX
0,7,144150588,144532746,TPK1
0,7,145813919,148112759,CNTNAP2
0,7,148287968,148312544,C7orf33
0,7,148427165,148497725,CUL1
0,7,148504688,148544441,EZH2
0,7,148700836,148725551,PDIA4
0,7,148767465,148787783,ZNF786
0,7,148800654,148823356,ZNF425
0,7,148844785,148876944,ZNF398
0,7,148892632,148921790,ZNF282
0,7,148936820,148951557,ZNF212
0,7,148959375,148991097,ZNF783
0,7,149128817,149153164,ZNF777
0,7,149171425,149194678,ZNF746
0,7,149412096,149431187,KRBA1
0,7,149461539,149468172,ZNF467
0,7,149473081,149530969,SSPO
0,7,149535651,149561424,ZNF862
0,7,149570958,149576817,ATP6V0E2
0,7,149946025,150020854,ACTR3C
0,7,150027444,150028255,ZBED6CL
0,7,150033901,150034781,LRRC61
0,7,150035376,150037749,RARRES2
0,7,150065942,150070085,REPIN1
0,7,150085509,150095234,ZNF775
0,7,150163737,150174919,GIMAP8
0,7,150217013,150218016,GIMAP7
0,7,150266940,150270199,GIMAP4
0,7,150324757,150327281,GIMAP6
0,7,150384098,150390439,GIMAP2
0,7,150416086,150416229,GIMAP1-GIMAP5
0,7,150416086,150416229,GIMAP1
0,7,150417086,150418064,GIMAP1-GIMAP5
0,7,150417086,150418064,GIMAP1
0,7,150434543,150438066,GIMAP1-GIMAP5
0,7,150437917,150438066,GIMAP5
0,7,150439221,150440202,GIMAP1-GIMAP5
0,7,150439221,150440202,GIMAP5
0,7,150488569,150493708,TMEM176B
0,7,150498589,150502007,TMEM176A
0,7,150553509,150558348,AOC1
0,7,150642403,150675052,KCNH2
0,7,150690842,150711308,NOS3
0,7,150712934,150721561,ATG9B
0,7,150725504,150742487,ABCB8
0,7,150745923,150749885,ASIC3
0,7,150751046,150754986,CDK5
0,7,150759025,150773505,SLC4A2
0,7,150773762,150777904,FASTK
0,7,150778586,150779701,TMUB1
0,7,150783779,150841081,AGAP3
0,7,150845626,150864686,GBX1
0,7,150873149,150884860,ASB10
0,7,150905107,150923595,ABCF2
0,7,150929801,150935818,CHPF2
0,7,150936139,150972320,SMARCD3
0,7,151038813,151074362,NUB1
0,7,151078364,151106726,WDR86
0,7,151127084,151137054,CRYGN
0,7,151164155,151216648,RHEB
0,7,151254237,151573756,PRKAG2
0,7,151664282,151716937,GALNTL5
0,7,151722868,151818813,GALNT11
0,7,151833867,152132922,KMT2C
0,7,152345677,152373215,XRCC2
0,7,152456918,152551689,ACTR3B
0,7,153584719,154684241,DPP6
0,7,154720309,154720785,PAXIP1-AS2
0,7,154735687,154735925,PAXIP1
0,7,154735687,154735925,PAXIP1-AS2
0,7,154738023,154794690,PAXIP1
0,7,154860876,154862214,HTR5A-AS1
0,7,154862560,154863401,HTR5A
0,7,154862560,154863401,HTR5A-AS1
0,7,154875815,154876248,HTR5A
0,7,154988580,154990061,AC099552.4
0,7,155089946,155100119,INSIG1
0,7,155150285,155150925,BLACE
0,7,155174769,155187920,AC008060.7
0,7,155251023,155255433,EN2
0,7,155295713,155301783,CNPY1
0,7,155403944,155436313,AC009403.2
0,7,155437521,155567906,RBM33
0,7,155592684,155604867,SHH
0,7,155755474,155756020,LOC389602
0,7,155755474,155756020,AC021218.2
0,7,155757096,155757647,LOC389602
0,7,155757096,155757647,AC021218.2
0,7,156432648,156433399,C7orf13
0,7,156436522,156469400,RNF32
0,7,156476722,156685748,LMBR1
0,7,156742382,156762448,NOM1
0,7,156786770,156803095,MNX1
0,7,156903110,156903624,AC006967.1
0,7,156931917,157060500,UBE3C
0,7,157151217,157208843,DNAJB6
0,7,157318497,157319089,AC006372.1
0,7,157333358,157396818,PTPRN2
0,7,157406671,157408409,AC005481.5
0,7,157414004,158380412,PTPRN2
0,7,158424308,158494641,NCAPG2
0,7,158526848,158622304,ESYT2
0,7,158649377,158738521,WDR60
0,8,158823257,158937514,VIPR2
0,8,28855,29144,AC144568.2
0,8,116036,117075,OR4F21
0,8,142133,150584,RP11-585F1.10
0,8,190846,196413,ZNF596
0,8,363030,418855,FBXO25
0,8,441522,494808,TDRP
0,8,565173,681212,ERICH1
0,8,1496760,1649623,DLGAP2
0,8,1719171,1728784,CLN8
0,8,1774227,1905480,ARHGEF10
0,8,1949309,1951281,KBTBD11
0,8,1998831,2092956,MYOM2
0,8,2796057,4851989,CSMD1
0,8,6264139,6357501,MCPH1
0,8,6360572,6420506,ANGPT2
0,8,6478925,6500621,MCPH1
0,8,6566140,6614960,AGPAT5
0,8,6668669,6693066,XKR5
0,8,6728153,6735430,DEFB1
0,8,6782290,6783608,DEFA6
0,8,6793492,6794472,DEFA4
0,8,6835242,6835452,DEFA1
0,8,6835242,6835452,DEFA1B
0,8,6835932,6836207,DEFA1
0,8,6835932,6836207,DEFA1B
0,8,6854359,6854569,DEFA1
0,8,6854359,6854569,DEFA1B
0,8,6855049,6855324,DEFA1
0,8,6855049,6855324,DEFA1B
0,8,6873462,6873672,DEFA3
0,8,6873462,6873672,DEFA1
0,8,6873462,6873672,DEFA1B
0,8,6874148,6874423,DEFA3
0,8,6874148,6874423,DEFA1
0,8,6874148,6874423,DEFA1B
0,8,6912903,6914270,DEFA5
0,8,7189859,7191552,USP17L1P
0,8,7194587,7196280,USP17L4
0,8,7215448,7220519,ZNF705G
0,8,7272433,7274400,DEFB4B
0,8,7286456,7286702,DEFB103A
0,8,7286456,7286702,DEFB103B
0,8,7287545,7287703,DEFB103A
0,8,7287545,7287703,DEFB103B
0,8,7300347,7321076,SPAG11B
0,8,7327828,7328089,DEFB104B
0,8,7327828,7328089,DEFB104A
0,8,7332483,7332641,DEFB104B
0,8,7332483,7332641,DEFB104A
0,8,7340076,7340325,DEFB106B
0,8,7340076,7340325,DEFB106A
0,8,7343806,7343955,DEFB106B
0,8,7343806,7343955,DEFB106A
0,8,7345193,7345363,DEFB105A
0,8,7345193,7345363,DEFB105B
0,8,7345608,7345750,DEFB105A
0,8,7345608,7345750,DEFB105B
0,8,7346899,7347124,DEFB105A
0,8,7346899,7347124,DEFB105B
0,8,7353406,7353576,DEFB107A
0,8,7353406,7353576,DEFB107B
0,8,7366553,7366796,DEFB107A
0,8,7366553,7366796,DEFB107B
0,8,7397277,7397454,PRR23D1
0,8,7397277,7397454,PRR23D2
0,8,7398117,7398279,PRR23D1
0,8,7398117,7398279,PRR23D2
0,8,7398424,7398592,PRR23D1
0,8,7398424,7398592,PRR23D2
0,8,7398720,7399453,PRR23D1
0,8,7398720,7399453,PRR23D2
0,8,7636633,7637366,PRR23D1
0,8,7636633,7637366,PRR23D2
0,8,7637494,7637662,PRR23D1
0,8,7637494,7637662,PRR23D2
0,8,7637807,7637969,PRR23D1
0,8,7637807,7637969,PRR23D2
0,8,7638632,7638809,PRR23D1
0,8,7638632,7638809,PRR23D2
0,8,7669280,7669523,DEFB107A
0,8,7669280,7669523,DEFB107B
0,8,7673031,7673201,DEFB107A
0,8,7673031,7673201,DEFB107B
0,8,7679480,7679705,DEFB105A
0,8,7679480,7679705,DEFB105B
0,8,7680854,7680996,DEFB105A
0,8,7680854,7680996,DEFB105B
0,8,7681241,7681411,DEFB105A
0,8,7681241,7681411,DEFB105B
0,8,7682649,7682798,DEFB106B
0,8,7682649,7682798,DEFB106A
0,8,7686277,7686526,DEFB106B
0,8,7686277,7686526,DEFB106A
0,8,7693957,7694115,DEFB104B
0,8,7693957,7694115,DEFB104A
0,8,7698506,7698767,DEFB104B
0,8,7698506,7698767,DEFB104A
0,8,7705519,7705680,SPAG11B
0,8,7705519,7705680,SPAG11A
0,8,7706163,7706416,SPAG11B
0,8,7706163,7706416,SPAG11A
0,8,7707488,7707716,SPAG11B
0,8,7707488,7726249,SPAG11A
0,8,7738894,7739052,DEFB103A
0,8,7738894,7739052,DEFB103B
0,8,7739895,7740141,DEFB103A
0,8,7739895,7740141,DEFB103B
0,8,7752185,7754183,DEFB4A
0,8,7804894,7809964,ZNF705B
0,8,7829133,7830826,USP17L8
0,8,7833865,7835558,USP17L3
0,8,8046108,8046382,LRLE1
0,8,8175626,8239308,SGK223
0,8,8559859,8560838,CLDN23
0,8,8643482,8750619,MFHAS1
0,8,8860524,8887595,ERI1
0,8,8998254,8999212,PPP1R3B
0,8,9009309,9012623,RP11-10A14.4
0,8,9413400,9634297,TNKS
0,8,9911977,10285873,MSRA
0,8,10383046,10411593,PRSS55
0,8,10464355,10480762,RP1L1
0,8,10530126,10558032,C8orf74
0,8,10583198,10587994,SOX7
0,8,10622861,10683805,PINX1
0,8,10683612,10683805,SOX7
0,8,10689125,10689304,PINX1
0,8,10689125,10689304,SOX7
0,8,10690352,10690545,PINX1
0,8,10690352,10690545,SOX7
0,8,10692126,10692336,PINX1
0,8,10692126,10692336,SOX7
0,8,10697168,10697317,PINX1
0,8,10697168,10697317,SOX7
0,8,10755412,10971653,XKR6
0,8,10986261,10986604,AF131215.5
0,8,11052581,11058899,XKR6
0,8,11142348,11180348,MTMR9
0,8,11188566,11189683,SLC35G5
0,8,11281832,11282196,FAM167A
0,8,11292525,11296102,C8orf12
0,8,11301490,11301971,FAM167A
0,8,11400684,11421668,BLK
0,8,11565772,11616035,GATA4
0,8,11618873,11619666,C8orf49
0,8,11628907,11643833,NEIL2
0,8,11659268,11660047,RP11-297N6.4
0,8,11660292,11696169,FDFT1
0,8,11702584,11711014,CTSB
0,8,11831396,11832159,DEFB136
0,8,11839780,11842150,DEFB135
0,8,11851439,11853811,DEFB134
0,8,11870608,11872609,RP11-481A20.11
0,8,11921848,11922130,LOC100133267
0,8,11921848,11922130,DEFB130
0,8,11929149,11929307,LOC100133267
0,8,11929149,11929307,DEFB130
0,8,11965653,11970718,ZNF705D
0,8,11989876,11991569,USP17L7
0,8,11994627,11996320,USP17L2
0,8,12041065,12051630,FAM86B1
0,8,12168421,12168703,LOC100133267
0,8,12168421,12168703,DEFB130
0,8,12175718,12175876,LOC100133267
0,8,12175718,12175876,DEFB130
0,8,12283348,12293903,FAM86B2
0,8,12580555,12612980,LONRF1
0,8,12863662,12889000,KIAA1456
0,8,12943270,13357631,DLC1
0,8,13424451,13425511,C8orf48
0,8,13947902,15095183,SGCZ
0,8,15397890,15621778,TUSC3
0,8,15967544,16122761,MSR1
0,8,16850531,16859592,FGF20
0,8,16884739,16976335,MICU3
0,8,17014183,17074772,ZDHHC2
0,8,17088179,17102712,CNOT7
0,8,17104704,17143987,VPS37A
0,8,17157321,17270852,MTMR7
0,8,17396284,17422706,SLC7A2
0,8,17434712,17500361,PDGFRL
0,8,17503385,17613367,MTUS1
0,8,17722051,17743114,FGL1
0,8,17793070,17885222,PCM1
0,8,17914993,17942361,ASAH1
0,8,18074353,18080480,NAT1
0,8,18257464,18258437,NAT2
0,8,18393203,18942090,PSD3
0,8,19171239,19252204,SH2D4A
0,8,19263241,19363396,CSGALNACT1
0,8,19674999,19709367,INTS10
0,8,19796902,19822872,LPL
0,8,20003224,20038526,SLC18A1
0,8,20054868,20082890,ATP6V1B2
